gene,gene_score_add,pval_gs,chr,tss_pos,gene_score_prom,gene_score_enh,n.cpg.gene,n.cpg.sig.gene,n.cpg.in.eQTR,cpg_id,pos,tss_dist,pval,padj,meth.change
VWC2L-IT1,8.70505733433724,0.308,chr2,215374905,,8.70505733433724,16,0,0,332135,215514697,139792,0.111381299895077,0.553746762117309,9.97398068026875
VWCE,837.409197681823,0.002,chr11,61062788,795.382761650177,42.0264360316459,39,3,0,1294782,61062577,211,0.00242876178804709,0.194957745816401,45.6870270127108
VWDE,329.650661016804,0.005,chr7,12443491,268.555095096537,61.0955659202674,17,1,10,830505,12443383,108,0.00178804261697274,0.180457144464728,44.9604442399245
VWF,109.685288991435,0.143,chr12,6233841,22.3523484514971,87.332940539938,33,1,1,1366230,6198497,35344,0.000984902735229004,0.155299661513043,38.5885104910003
VXN,45.8555427488096,0.562,chr8,67405800,17.5701484756065,28.2853942732031,28,0,0,987167,67426329,20529,0.061441984213616,0.473045841051758,22.038436294467
WAC,421.524764218869,0.026,chr10,28532744,157.414153661998,264.110610556871,26,5,22,1165202,28822056,289312,0.000852787553047596,0.150118657832546,49.1439536555232
WAC-AS1,856.853262298127,0,chr10,28821283,820.612082951623,36.2411793465045,29,3,2,1165190,28821386,-103,0.00159609322477219,0.174822596653805,45.7511784758789
WAKMAR2,66.8347219942708,0.131,chr6,138189370,,66.8347219942708,17,0,0,784088,138202630,-13260,0.0215305804294546,0.356959161181986,34.7428626997735
WAPL,1256.58214129371,0,chr10,88281549,1019.70888850987,236.873252783842,55,4,5,1204562,88295592,-14043,0.00147283572719494,0.171287452769066,53.5879232597233
WARS,437.814380578273,0.001,chr14,100376805,,437.814380578273,21,1,21,1577394,100867498,-490693,0.00514456257325729,0.239069464112295,46.4609278984298
WARS2,143.293635166051,0,chr1,119140395,,143.293635166051,23,3,23,114886,119535723,-395328,0.0036516061328813,0.217396858001459,54.2177485134744
WARS2-AS1,10.0906133818724,0.278,chr1,,,10.0906133818724,6,0,6,114524,118557630,,0.0697391676110106,0.489549439912328,6.30868525275841
WARS2-IT1,8.04031394091224,0.378,chr1,119590027,-3.70002362446307,4.34029031644917,6,0,0,114995,119634642,44615,0.0286235032952577,0.385669157613377,11.3562410029338
WASF1,77.5139694508462,0.613,chr6,110500873,39.2739018259503,38.2400676248959,28,0,16,771028,110500502,371,0.0884976720605274,0.520615759611664,23.3262956814763
WASF2,50.4015969843629,0.001,chr1,27490158,,50.4015969843629,21,0,21,50573,27815927,-325769,0.0116130422947061,0.301261059819459,28.0822474411692
WASF3,1213.36539446409,0,chr13,27131839,1120.02024161383,93.3451528502603,71,2,0,1470462,27132645,806,0.000322198999686464,0.117828996362677,67.5436388133352
WASH2P,909.023979092146,0.002,chr2,113588550,150.656893817858,758.367085274288,189,4,163,277655,114359535,770985,0.00142478886326443,0.170246483275258,35.2217132576559
WASH3P,2256.04555241342,0,chr15,101961603,1431.65268940489,824.392863008523,96,9,72,1662618,101791646,-169957,0.00163554317584615,0.176522821440579,43.0921349972458
WASH5P,493.013877918328,0.02,chr19,71566,97.0401223156244,395.973755602703,80,0,52,1927235,290935,-219369,0.0173141540298941,0.336352425720953,31.069509203409
WASH7P,1128.2569478001,0.001,chr1,29370,1127.30447477749,0.95247302260964,24,4,1,65,29120,250,0.00188200327240663,0.182549481233613,28.2764571075082
WASH8P,1764.28450051863,0,chr12,73724,1645.84151817139,118.442982347232,53,8,0,1359281,74692,968,5.43754025140677e-06,0.0538194298567361,58.18229055036
WASHC1,569.933172566294,0.161,chr9,25004,19.516683726849,550.416488839445,142,3,125,1037396,73465,-48461,0.00156830164467977,0.174260559899613,38.7277774776614
WASHC2A,547.595652404052,0.004,chr10,50067888,258.349860182404,289.245792221647,19,4,17,1180783,51828054,1760166,0.00160556680789564,0.175411310542903,30.6248354869375
WASHC2C,1156.43362455235,0.001,chr10,45727232,285.178250584553,871.255373967792,143,10,136,1176363,46223054,495822,0.00160556680789564,0.175411310542903,30.6248354869375
WASHC3,1003.72924936653,0.001,chr12,102455902,599.024280183415,404.704969183115,36,4,19,1424163,102455847,55,0.00695657069681747,0.258590240428345,48.7465501542967
WASHC4,89.8930821229125,0.007,chr12,105107324,,89.8930821229125,12,1,12,1426067,105501490,394166,0.0018813344543378,0.182512907418355,56.6968481561362
WASHC5,52.5786387267531,0.413,chr8,126104034,52.5786387267531,,6,0,0,1015350,126102401,1633,0.0366928058162336,0.412004922074838,19.2808156953978
WASIR2,20.265793376257,0.844,chr16,72915,-3.82436572599612,16.4414276502609,12,0,3,1663584,82915,10000,0.112494841367089,0.555256784940624,-10.6503600345735
WASL,331.555298777658,0.162,chr7,123389057,226.418450727244,105.136848050414,36,0,14,905131,123388538,519,0.0265722797358209,0.378001429235765,36.4587509824379
WBP1,313.348595278771,0.009,chr2,74458329,261.62162847043,51.7269668083418,33,1,20,251373,74694630,236301,0.00328209276182701,0.210889825500028,21.8254019379489
WBP11,136.311470744284,0.061,chr12,14956412,136.311470744284,,2,0,0,1374504,14956091,321,0.0657625396141475,0.481721565715057,21.3751759381073
WBP11P1,28.5310177473992,0.232,chr18,30091625,1.54688621441895,26.9841315329802,18,0,0,1896409,30156748,65123,0.0428594222671824,0.430313236357112,27.2245714167738
WBP1L,267.400402851927,0.028,chr10,104503704,59.4696329563641,207.930769895563,27,3,5,1219025,104489270,-14434,0.002536141542309,0.1971603235511,47.6401112883834
WBP2,964.665351687962,0,chr17,73852517,800.240654485065,164.424697202897,37,2,30,1856447,73852130,387,0.000258162383207521,0.110147360576076,54.0178932050111
WBP2NL,150.20059657015,0.033,chr22,42394791,138.293751676827,11.9068448933226,15,0,2,2171841,42394696,-95,0.0190205469614729,0.344965778694815,49.7914591592303
WBP4,420.349297794461,0.007,chr13,41061441,255.245114977336,165.104182817125,18,2,11,1479916,41634884,573443,0.00251368905841639,0.196540894594335,48.4630924770854
WBSCR22,158.77044306937,0.058,chr7,73683568,,158.77044306937,50,1,50,871849,73098119,-585449,0.00698105549904526,0.258964612044867,32.6332298307893
WBSCR27,41.383957318244,0.963,chr7,73842535,,41.383957318244,23,0,23,872143,73224200,618335,0.0182401837024761,0.341557256350428,17.8609317866706
WDCP,31.3244179174518,0.417,chr2,24270261,31.2172391211097,0.107178796342112,5,0,0,214136,24270273,-12,0.14427313838777,0.593011806353004,23.8300654639431
WDFY1,302.335087162577,0.132,chr2,224810052,221.727304231695,80.6077829308823,42,0,7,339858,224808399,1653,0.0366935835254503,0.412004922074838,23.2721059154895
WDFY2,582.042417736488,0.005,chr13,52158597,533.972189944491,48.070227791997,24,3,0,1486704,52202659,44062,0.00490758996076301,0.236383394211818,23.6078894535645
WDFY3,22.8815642373363,0.703,chr4,85887843,22.8815642373363,,8,0,0,537497,85887725,118,0.187983799629266,0.635527334476823,23.7694176819427
WDFY3-AS2,6.28842265639222,0.626,chr4,85888636,,6.28842265639222,13,0,0,537535,86014072,125436,0.131861773337627,0.579156967145003,4.83765596301485
WDFY4,56.1658087243814,0.312,chr10,49893507,-12.9490397430969,43.2167689812845,39,0,8,1179183,49941751,48244,0.0261165908566855,0.376188985380297,14.7414713491123
WDPCP,0.898466528105389,0.053,chr2,63827843,,0.898466528105389,2,0,2,242535,63592235,235608,0.0894372966494185,0.522171660455582,6.39553167398571
WDR11,1004.24395842965,0,chr10,122610873,736.606102776585,267.637855653067,76,8,11,1232005,122739253,128380,0.000396632071821055,0.12251630385104,59.1556197192912
WDR11-AS1,12.4890448363887,0.619,chr10,122610691,3.37913448331478,9.10991035307395,15,0,0,1231830,122525339,85352,0.0633904119895189,0.477088317719451,8.67965251579802
WDR18,399.626259793876,0.12,chr19,984271,178.718927660575,220.907332133301,72,0,62,1931044,996525,12254,0.0244633448195981,0.369791705738737,36.0419350912176
WDR19,37.555163014761,0.206,chr4,39182404,3.71136963441767,33.8437933803433,26,0,26,516019,39046451,-135953,0.0219513224240756,0.358579114766414,44.6172527392395
WDR24,2047.66716998877,0,chr16,740398,981.595558734819,1066.07161125395,175,13,129,1666430,740133,265,5.96965405792046e-05,0.0811255427447742,50.6727807561879
WDR25,316.996819123972,0.009,chr14,100380910,,316.996819123972,35,1,35,1577394,100867498,486588,0.00514456257325729,0.239069464112295,46.4609278984298
WDR26,231.531582346412,0.034,chr1,224622001,231.531582346412,,7,0,0,172139,224622048,-47,0.0314226866846283,0.395682550732471,30.9241446226233
WDR27,2.20346942076286,0.662,chr6,169702048,-1.38799510464213,0.815474316120733,5,0,5,808631,169701107,941,0.0722067022555045,0.49351823095019,-8.36385969346345
WDR3,43.7660198609274,0.263,chr1,118472361,41.8491539316066,1.91686592932079,13,0,0,114524,118557630,85269,0.0697391676110106,0.489549439912328,6.30868525275841
WDR31,2.58356641365469,0.928,chr9,113340298,,2.58356641365469,11,0,11,1099665,116069983,-2729685,0.119664518928046,0.564716677120351,-11.240629210857
WDR33,52.6216652326936,0.362,chr2,128568761,-37.5720687335079,15.0495964991857,8,0,1,287164,128568880,-119,0.18226691425248,0.630058585036065,-24.6065680374357
WDR34,70.115980577639,0.552,chr9,131419129,25.0754202114057,45.0405603662333,41,0,3,1114978,131390850,28279,0.0229440421376803,0.363011541746194,-33.994436983585
WDR35,11.7995384397372,0.159,chr2,19990131,,11.7995384397372,5,0,5,211164,20101472,-111341,0.109843289386685,0.55146139323996,26.2935221835049
WDR36,12.6783296980084,0.992,chr5,110427869,3.34017549577261,9.33815420223577,17,0,8,646998,110477600,49731,0.0579732690029757,0.465803149768973,10.7268321555494
WDR37,649.773494375655,0.002,chr10,1049538,366.979523486187,282.793970889467,35,5,30,1142415,1102504,52966,0.000754702256213717,0.14534391045553,54.4957376426157
WDR4,207.385378298167,0.362,chr21,44299385,64.8096470149371,142.57573128323,87,0,46,2123375,44260128,39257,0.0344521430041584,0.405362627644703,34.8677613899554
WDR41,181.513481373411,0.24,chr5,76788141,93.3269184844337,88.1865628889777,46,0,15,632844,76788606,-465,0.0385393927164129,0.417697348497125,32.3527215470905
WDR43,186.724246046704,0.041,chr2,29117532,174.154906074772,12.5693399719324,18,0,4,220457,29117468,-64,0.0180722033503105,0.34076027568418,32.4151870449309
WDR45B,1028.28717989875,0,chr17,80606320,928.67160801388,99.6155718848696,84,2,12,1875001,80605967,353,0.000989798691068936,0.155316922811757,60.5641722637269
WDR45P1,1.13272671043426,0.405,chr4,153658572,,1.13272671043426,2,0,2,566586,154049201,390629,0.339958092500974,0.747111932864416,17.3148825097747
WDR46,178.880288191192,0.002,chr6,33289301,,178.880288191192,1,1,1,729561,33181687,107614,0.00376143615314718,0.219238059687746,39.0156360478501
WDR47,96.3421910709779,0,chr1,109042113,,96.3421910709779,16,5,16,107162,109633463,-591350,0.000353135283913815,0.120630214036353,55.5393151558239
WDR48,46.3267737769185,0.458,chr3,39051998,-16.0162449877147,30.3105287892038,5,0,2,385891,39195817,143819,0.190557417941512,0.63791951545292,-17.8081520674359
WDR49,0.251628184442036,0.714,chr3,167375711,,0.251628184442036,1,0,0,459777,167395702,-19991,0.708303435195754,0.915136349120211,2.96671675952889
WDR5,465.347028868408,0.14,chr9,137001203,222.056765669068,243.29026319934,115,3,67,1127271,137001882,679,0.00383678397309605,0.220736714036989,42.3762465435324
WDR53,12.8835400056737,0.226,chr3,196568610,,12.8835400056737,13,0,13,480564,196255639,312971,0.0385653666209128,0.417809089569799,-40.8581831964313
WDR55,137.340754586469,0.385,chr5,140664676,-12.9360135876053,124.404740998864,44,2,38,665073,140071034,-593642,0.00524040871193314,0.240057462943471,53.9627290276153
WDR59,505.234674016544,0,chr16,75019021,502.585719550418,2.64895446612591,7,0,0,1740499,75018927,94,0.0101207508368989,0.290421770297194,35.911630130109
WDR5B,78.1564315496896,0.23,chr3,122416051,20.2222131995531,57.9342183501365,34,1,31,432015,122102445,313606,0.00113592170551426,0.160828400897974,56.9330695273402
WDR6,662.413397437711,0.012,chr3,49007155,217.064072926324,445.349324511387,113,2,106,394820,48936084,-71071,0.00572987869395551,0.245469472948957,49.0064112426756
WDR60,123.677784254448,0.099,chr7,158856578,0.819680723099963,122.858103531348,40,0,37,938047,158989064,132486,0.0170221367628852,0.334527482910963,-36.0049084007924
WDR61,23.1475851460307,0.027,chr15,78299700,,23.1475851460307,4,0,4,1641527,78601024,-301324,0.0318565900553611,0.396987906686758,42.5921765434396
WDR63,287.421955594446,0.007,chr1,85527980,278.382706012453,9.03924958199373,9,1,0,95910,85527873,-107,0.0032201773270545,0.209714604010575,55.8876114247022
WDR64,99.8979928863777,0.024,chr1,241815582,-0.115284421864023,99.7827084645137,25,1,0,188122,241840606,25024,3.53558663332152e-05,0.071080479133155,63.2151766388109
WDR66,5.07950639966401,0.047,chr12,121918298,,5.07950639966401,6,0,6,1445107,122365113,446815,0.0250709373736809,0.372269795643855,25.5148325412967
WDR7,1.20953341904582,0.216,chr18,56651675,,1.20953341904582,2,0,2,1908968,53750541,-2901134,0.0956679970922741,0.531773763168846,15.0800519193197
WDR72,150.748083410406,0.048,chr15,54051860,115.429078923616,35.3190044867895,61,0,0,1618399,53951485,100375,0.0107359199165251,0.295040551413442,25.3981280491495
WDR73,113.454576327879,0.132,chr15,84654343,102.261998624977,11.1925777029022,6,0,3,1646753,84106064,548279,0.101608983363054,0.540159531370548,6.77003893879759
WDR74,719.579972507237,0.004,chr11,62841618,325.179138291341,394.400834215895,56,5,45,1297735,62554121,287497,2.53832320584898e-05,0.0670738535364482,45.9610956557075
WDR75,85.0105275321097,0.273,chr2,190306158,62.6998458908747,22.310681641235,18,0,1,318563,190215398,-90760,0.0278830297228475,0.383007547042715,15.4940319373351
WDR81,634.735766005905,0.002,chr17,1716523,555.579849928789,79.1559160771163,52,2,15,1768976,1656275,-60248,0.00694387837310498,0.258344048193863,45.1497065911412
WDR82,119.565233001796,0.232,chr3,52312665,61.4177020603983,58.1475309413978,17,0,1,399893,52309624,3041,0.0205711904627271,0.352321151356516,30.4239904708049
WDR83,65.6672492098458,0.28,chr19,12780566,65.1507760296051,0.516473180240656,8,0,0,1964021,12780480,-86,0.0581939631135967,0.466235373427332,29.8987916389488
WDR83OS,146.205832420762,0.322,chr19,12780229,59.0292291923222,87.1766032284403,31,0,24,1964016,12779891,338,0.0416841166176297,0.42742185563618,30.1724911587368
WDR86,24.391016512611,0.915,chr7,151410727,5.93796439712837,18.4530521154827,32,0,16,926744,151079308,331419,0.0238963746832223,0.367514015418127,39.0127014720742
WDR86-AS1,0.613138807617887,0.301,chr7,151409161,,0.613138807617887,2,0,2,926723,151076008,-333153,0.221819382592125,0.664281718198413,-8.986098382924
WDR88,12.9691965099803,0.444,chr19,33132090,,12.9691965099803,11,1,11,1990509,33664172,532082,0.0088209583200817,0.277682563932117,24.846831496516
WDR90,679.475108061775,0.004,chr16,649325,408.55675032258,270.918357739195,80,7,65,1666268,718044,68719,0.0012319903578947,0.164330868009502,37.7436615335259
WDR91,0.233279065410184,0.165,chr7,135211534,,0.233279065410184,1,0,1,913415,134943088,268446,0.187030366241159,0.634445714396799,5.3729740023426
WDR97,455.658233936513,0.197,chr8,144107726,47.0781408304838,408.58009310603,125,0,94,1034052,145150236,1042510,0.0140748551255787,0.31709399248763,43.9613132417832
WDSUB1,105.952012641563,0.05,chr2,159286799,,105.952012641563,20,1,20,303967,160143635,-856836,0.00385971918495321,0.221146149363685,53.907725877811
WDTC1,15.3876694809117,0.086,chr1,27234516,,15.3876694809117,8,0,8,50307,27673920,439404,0.0491971507122575,0.446185177611188,22.0648048182464
WDYHV1,210.883227386943,0.024,chr8,124429013,210.883227386943,,6,1,0,1014071,124429283,270,0.0092871920682025,0.282106829914748,47.7465800274304
WEE1,1779.12979209556,0,chr11,9595216,1668.69533697971,110.434455115854,55,8,0,1265766,9595028,-188,0.000388553835578909,0.121815338724012,42.6953672209951
WEE2,2.03304624390815,0.371,chr7,141408152,,2.03304624390815,1,0,0,918556,141415433,7281,0.367169856310799,0.763199503883172,10.621637099347
WEE2-AS1,97.7211820831186,0.308,chr7,141738320,3.303488704286,94.4176933788326,21,0,17,918574,141438088,300232,0.011174050498154,0.298040937119041,39.5474047164958
WFDC12,10.0642841824022,0.749,chr20,43753106,0.265814264327064,9.79846991807515,4,0,0,2073922,43767665,-14559,0.227412332922472,0.668655410432104,-15.8159132375949
WFDC2,185.271835752035,0.116,chr20,44098392,161.96752286233,23.3043128897044,26,1,0,2074299,44099496,1104,0.00208068411359539,0.187808228650837,47.9930722481743
WFDC21P,0.132084583718081,0.883,chr17,58165828,,0.132084583718081,1,0,0,1838690,58167931,-2103,0.868846550450628,0.966381618212496,1.98471543612145
WFDC3,137.763386877445,0.276,chr20,45791932,57.4608811859412,80.3025056915043,69,0,60,2074672,44518795,1273137,0.0338539037378426,0.403156468890149,37.6160103663611
WFDC5,21.1799073684475,0.549,chr20,43743815,14.0189433293665,7.16096403908103,5,0,0,2073912,43740947,2868,0.247199474149452,0.683676907372776,8.99404530582833
WFDC6,3.75051838004846,0.827,chr20,44168121,-0.0180059231984877,3.73251245684997,5,0,0,2074341,44163782,4339,0.189229492457382,0.636710573343821,-10.1582281214057
WFDC9,5.27970113049126,0.19,chr20,44259923,,5.27970113049126,5,0,0,2074412,44276048,-16125,0.0782858667554194,0.503994243355139,16.3379071758825
WFIKKN1,1483.4281150498,0,chr16,630932,550.79418350749,932.633931542313,163,12,122,1666430,740133,109201,5.96965405792046e-05,0.0811255427447742,50.6727807561879
WFIKKN2,224.043138994753,0.011,chr17,48912946,178.208999695239,45.8341392995133,23,0,0,1831949,48912711,-235,0.0138447488735444,0.315887973558106,45.223191266268
WFS1,25.7577855918646,0.146,chr4,6269849,-1.26229051189538,24.4954950799693,24,1,24,495620,6272156,2307,0.00226061351011908,0.191695813482075,53.524910780866
WHAMM,657.178364035893,0.002,chr15,83478379,633.311890061248,23.8664739746456,28,2,2,1646083,83479035,656,0.00819419752148355,0.27180692161743,35.5906286407515
WHAMMP1,13.1327589161072,0.312,chr15,32825942,,13.1327589161072,4,0,0,1602513,32810372,15570,0.153427562502757,0.602345190009091,20.9301128268424
WHAMMP2,842.934193124172,0.001,chr15,28982728,458.651664607606,384.282528516566,48,6,25,1598377,28972427,-10301,0.00253364438275352,0.1971603235511,44.8558298411303
WHAMMP3,343.35404798328,0.013,chr15,23208357,340.250108228055,3.10393975522446,26,1,0,1593397,23208027,330,0.00359381178173273,0.216509450338782,31.1468836914273
WHRN,188.253156576472,0.131,chr9,117188448,7.51833089934044,180.734825677132,84,2,30,1101047,117193835,-5387,0.0069895236394733,0.258964612044867,25.0837181420862
WI2-1896O14.1,100.005332129732,0.003,chr1,149321732,,100.005332129732,10,1,10,116922,144593361,4728371,0.00394046884317859,0.222560455866038,32.4540787475859
WI2-87327B8.1,51.6925426642605,0.185,chr20,62575590,,51.6925426642605,53,0,53,2095702,61203423,-1372167,0.0212013307442423,0.355607522579142,37.5060817214959
WIF1,360.734761765559,0.001,chr12,65515085,356.542922438874,4.19183932668531,13,0,0,1406988,65515395,-310,0.0101797987098542,0.29077962140855,41.7287065214453
WIPF1,219.517051420758,0.119,chr2,175547627,203.6625792454,15.8544721753578,41,0,0,312327,175547725,-98,0.0181541662156539,0.341101923905958,35.180238935074
WIPF2,610.471232130168,0.006,chr17,38375555,326.45200935758,284.019222772588,28,2,12,1815140,38375086,-469,0.00909390530450303,0.279874331750316,39.551225374298
WIPF3,273.481649072039,0.115,chr7,29846169,217.913411513592,55.5682375584471,52,2,0,840718,29880848,34679,0.00397919304542859,0.222860444050512,29.4313557542783
WIPI1,658.089827452525,0.001,chr17,66453637,403.572220623049,254.517606829476,25,2,14,1848178,66453534,103,0.000836698569514357,0.149090517836639,50.8357915160948
WIPI2,89.2708202798054,0.421,chr7,5253899,4.34518808680677,84.9256321929986,70,0,45,824484,5278625,24726,0.0188082360055816,0.344142700188304,26.9046278837088
WLS,1882.27373157341,0,chr1,68698206,1869.57284296855,12.7008886048558,27,4,8,89622,68696980,1226,0.00140851649061487,0.169536473656947,36.6522692177057
WNT1,1972.10579269982,0,chr12,49372104,1447.46627973498,524.639512964842,39,4,0,1391382,49372186,82,1.58815624432286e-05,0.0617946411737972,56.9330442886081
WNT10A,354.827841407716,0.304,chr2,219745573,109.568931860565,245.25890954715,77,0,0,335745,219755024,9451,0.0239360308260346,0.367604927719833,17.3562606211724
WNT10B,1537.11187341739,0,chr12,48971763,781.515748256984,755.596125160402,50,9,27,1391324,49351011,-379248,1.56637482830563e-05,0.0617946411737972,64.980441755976
WNT11,990.205683971638,0.001,chr11,75917546,282.947008210193,707.258675761445,166,7,6,1320962,75920892,-3346,0.000166609769729363,0.100027101007635,49.7836336773505
WNT16,53.6101689653282,0.548,chr7,120965420,29.195372456715,24.4147965086132,14,0,0,904205,120943828,-21592,0.0300045799462087,0.390817432035944,33.2783298665857
WNT2B,1040.66444832552,0.001,chr1,113051586,532.734260007664,507.930188317851,44,6,0,110369,113044624,-6962,0.000780248409832977,0.146458929582247,44.264119723803
WNT3,1394.60766884155,0,chr17,44896058,973.011218901348,421.596449940201,130,12,9,1825624,44896985,-927,0.000178820253108818,0.101501468044882,49.6552346474437
WNT3A,1399.03713389639,0,chr1,228194698,865.17905875946,533.858075136928,76,6,0,176000,228191682,-3016,5.4623346506686e-05,0.078846764056671,69.7228374193843
WNT4,2771.37871801473,0,chr1,22469590,2641.88241936133,129.496298653402,96,7,0,42051,22469277,313,3.35115344058688e-06,0.0508999448541434,80.8636125621659
WNT5A,413.712459942225,0.049,chr3,55515426,249.162989836596,164.54947010563,82,1,0,402922,55518042,-2616,0.0078176554263022,0.268360787042276,48.0456626178913
WNT5B,1152.87652588627,0.001,chr12,1738396,965.450231240067,187.426294646205,42,4,0,1361255,1739449,1053,0.00012304344466126,0.0902900419885164,46.9415970449641
WNT6,357.806576375383,0.064,chr2,219724527,292.117652088279,65.6889242871042,38,0,0,335645,219718849,-5678,0.0142510065174441,0.318271354649604,38.9756266518898
WNT7A,733.270071946497,0.007,chr3,13921568,655.87886008442,77.3912118620773,113,2,0,372238,13921155,413,0.00125580213487729,0.164869041956842,52.8195061543323
WNT7B,581.825422237968,0.094,chr22,46373042,345.779726940606,236.045695297362,317,3,0,2179166,46276317,96725,0.00178171494260651,0.180391282201596,-27.4125335283926
WNT8A,23.4749234540843,0.135,chr5,137419580,9.81055696097281,13.6643664931115,5,0,0,661715,137401172,-18408,0.0311960932591744,0.394919841794369,-9.5122408309514
WNT8B,253.695329398001,0.001,chr10,102222765,,253.695329398001,15,1,0,1215412,102242276,19511,0.00530107539997058,0.240615534362272,36.0208811485492
WNT9A,1789.05234183208,0,chr1,228135633,1748.47027019519,40.5820716368909,35,6,0,175913,228136504,-871,0.00111084427013356,0.159869147628091,44.863163303301
WRAP53,2868.54505049464,0,chr17,7589388,2448.96362524629,419.581425248351,26,4,5,1780282,7589675,287,2.42287754288317e-05,0.0670001965687301,66.1886525748045
WRAP73,903.493707829766,0.003,chr1,3566667,819.199273175557,84.2944346542088,56,3,35,11968,3566441,226,0.000459784383447634,0.126912425733274,52.3418327774109
WRB,64.3318478522423,0.391,chr21,39380244,,64.3318478522423,22,0,22,2119134,40758437,1378193,0.0855468089220593,0.515945562956086,23.8278034450532
WRN,199.168680350631,0.073,chr8,30891325,181.64253988821,17.526140462421,27,0,4,966366,30933161,41836,0.0123426283856028,0.305975456166958,18.315721588588
WRNIP1,67.8584044401256,0.208,chr6,2765414,59.4972566712484,8.36114776887722,29,0,29,702472,2763774,-1640,0.0482929558741246,0.444133341070426,19.0623662859049
WSB1,24.8700650245345,0.072,chr17,27294076,,24.8700650245345,3,0,3,1798716,25572673,-1721403,0.0392379221593227,0.420002322675528,30.2765349531397
WSB2,1175.81770924917,0,chr12,118499979,1159.84024201138,15.9774672377903,9,4,1,1439575,118499770,209,0.0026595585268626,0.199382639348849,40.2582218891689
WSCD1,934.167404741259,0.001,chr17,5973933,860.859415154088,73.3079895871711,153,1,0,1777136,5973446,-487,0.00129420857166782,0.165879226157703,57.1313407347041
WSCD2,562.044402683294,0.003,chr12,108523064,495.754401773024,66.2900009102698,86,2,0,1428154,108523753,689,0.00133886663209028,0.167084257846279,48.8993757112644
WSPAR,83.2138669328736,0.089,chr5,133249367,-0.720914327897806,82.4929526049758,81,1,0,658192,133218513,-30854,0.00874517865202229,0.276853125784726,23.7332053927408
WT1,932.792435500804,0.001,chr11,32452359,462.884283118572,469.908152382232,72,9,0,1277937,32448361,3998,0.000693189698696436,0.142645494186601,48.2965262837042
WT1-AS,442.286470843903,0.019,chr11,32457584,290.41512334463,151.871347499273,32,1,0,1278015,32459424,1840,0.00434072356542406,0.228692866854391,53.9359534708317
WTAP,184.391916845752,0.036,chr6,159725585,74.8589601072118,109.53295673854,39,0,36,799244,160182888,457303,0.0160650606783759,0.328479856714462,30.6927998719397
WTAPP1,5.29051601828748,0.241,chr11,102654406,,5.29051601828748,1,0,0,1333691,102659646,5240,0.224705435445062,0.666498893662473,11.0874058279069
WTIP,411.883981098707,0.061,chr19,34972662,323.192275715659,88.6917053830481,62,1,0,1992842,34973063,401,0.00303988788009982,0.206290520859076,47.3291983659345
WWC2,550.692764812057,0.001,chr4,184020409,540.082668882565,10.6100959294929,27,1,0,580292,184020541,132,0.000419993321672165,0.124437197144148,37.7084621859539
WWC2-AS1,14.307836393065,0.62,chr4,184161787,-0.136665256858131,14.1711711362069,9,1,0,580384,184129199,32588,0.00865897718983738,0.276043851899307,11.4301580604055
WWC2-AS2,152.715815380442,0.277,chr4,184020352,96.0311834737628,56.6846319066791,23,0,0,580270,184018541,1811,0.0134295575316006,0.313149962385848,34.1011910060169
WWOX,7.67334698313646,0.076,chr16,78099413,,7.67334698313646,5,1,5,1743198,78311668,212255,0.00246779485187354,0.195684357492157,21.182598950443
WWP1,44.3970269114149,0.635,chr8,87354775,41.4647412346691,2.93228567674585,19,0,0,996384,87355332,557,0.103913782368046,0.543462574035602,18.7145725406546
WWP2,147.444609633958,0.004,chr16,69872639,19.5190641474051,127.925545486553,30,3,5,1734804,69883098,10459,0.00295974431147168,0.204934672365737,42.9643199588923
WWTR1,4.25605555848349,0.459,chr3,149421060,0.153468612875578,4.10258694560791,2,0,0,451902,149407352,13708,0.134978623568148,0.582722666633834,-10.4028057678202
WWTR1-AS1,60.9071993665196,0.387,chr3,149375996,58.1875517921379,2.71964757438173,10,0,0,451868,149376167,171,0.183278418062647,0.63105721273879,16.7747235918816
XAB2,370.379178120846,0.012,chr19,7694431,213.217476105697,157.161702015149,35,2,29,1953569,7694376,55,0.00264598588576919,0.198957845690201,48.0536481217138
XAF1,160.56304234576,0.093,chr17,6658765,143.063840233525,17.4992021122349,5,0,0,1778127,6659013,248,0.0820805393471919,0.510376923936211,28.7147841014108
XCL1,19.2721061834298,0.567,chr1,168576473,,19.2721061834298,14,0,3,138563,168499640,-76833,0.0598749159444247,0.46966581546382,15.9016926365985
XCL2,32.8696248207581,0.162,chr1,168513235,,32.8696248207581,4,0,1,138563,168499640,13595,0.0598749159444247,0.46966581546382,15.9016926365985
XCR1,9.06407098516993,0.583,chr3,46027742,,9.06407098516993,23,0,23,390762,45959060,68682,0.0595549881397573,0.46890926620323,8.26607324172449
XDH,21.0207265578292,0.615,chr2,31637608,-8.69525070081498,12.3254758570143,28,0,0,222275,31600236,37372,0.0273514901343325,0.380958741410978,14.8877462980734
XIRP2,0.0534024582807215,0.648,chr2,166888487,,0.0534024582807215,1,0,1,307013,167960129,1071642,0.653682519162737,0.895278223940653,2.76640344221044
XIRP2-AS1,0.246918527020829,0.648,chr2,167997465,,0.246918527020829,1,0,0,307013,167960129,37336,0.653682519162737,0.895278223940653,2.76640344221044
